ID,SOURCE,SECTION,LINE,RULE,ENFORCED,MECHANISM,VERIFIED,ANCHOR_CORRECT,BINDS,EXECUTES_HERE,STILL_CURRENT,DISPOSITION,NOTE,MD_STATUS,CURRENT_LOCATION,LOSS_KIND
C073,CLAUDE.md,Team Workflow,390,"The project declares coverage mode, thresholds and --coverage invocation in project_config_dod.md",NONE,,NONE,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Also CLAUDE.md:150-151; template section templates/project_config_dod.md:70-90 (mode, thresholds, invocation). Nothing checks the section is filled in.",IN_MD,docs/DoD.md:147-148,
C074,CLAUDE.md,Team Workflow,393,Never push over the ratcheted ESLint --max-warnings threshold,GATE,".githooks/pre-push:634,652 (npm run lint in backend/ / frontend/)",READ,UNSURE,ALL-IF-ARMED,NEVER,CURRENT,LABEL-UNCHECKED,"Narrowed to 'never loosen --max-warnings without a stated reason'. The gate runs the project's lint script; the threshold and its loosening are unchecked. No backend/frontend/eslint here, so the stages pipe_skip every push.",IN_MD,docs/DoD.md:166-167,
C075,CLAUDE.md,Team Workflow,395,Always run ESLint and Prettier --check in the pre-push gate; both are blocking,GATE,.githooks/pre-push:633-660 (lint + format:check stages),READ,YES,ALL-IF-ARMED,NEVER,CURRENT,ALREADY-OK,'ESLint and Prettier --check both block' — true when backend/ or frontend/ exists (a failing npm script fails the stage); 'always' dropped. Never executes in this repo (no such dirs); the hook prints the skip reason.,IN_MD,docs/DoD.md:166-167,
C076,CLAUDE.md,Team Workflow,398,Auto-format locally before pushing; CI never rewrites files,CI,".github/workflows/security.yml:34-35,52-53,125-126,172-173,256-257 (permissions: contents: read)",READ,YES,ALL,YES,CURRENT,ALREADY-OK,"Narrowed: 'CI never rewrites files' kept, 'auto-format locally' half dropped. Every checking job is contents: read; the only write job (security.yml:410-420) pushes the tested SHA to refs/heads/released and edits no files.",IN_MD,docs/DoD.md:167,
C077,CLAUDE.md,Test Layers,403,"Test layer determines filename suffix, location and the stage that runs it",TEST,tests/manifest/manifest.spec.ts:617 (TASK-047 every runner is *.spec.ts/tsx) + :363-400 (release tier),EXEC,UNSURE,ALL,YES,CURRENT,LABEL-UNCHECKED,"Partial: suffix taxonomy (*.spec.ts/tsx, *.release.spec.ts -> CI only) is checked; location per layer (next to source, near subject) and *.snap.spec.ts/*.integration.spec.ts are not. EXEC: vitest run manifest -> 36 passed (perturbation fixtures included).",IN_MD,docs/DoD.md:130-140,
C078,CLAUDE.md,Test directory layout,418,Unit and integration tests are co-located with the source file they test,NONE,,NONE,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Table row 'Unit: *.spec.ts, next to its source file'. No src/ here; not labelled judgement.",IN_MD,docs/DoD.md:135,
C079,CLAUDE.md,Test directory layout,425,Snapshot and E2E tests live separately under tests/,TEST,tests/manifest/manifest.spec.ts:110 (#1) + tests/dod-gate/dod-gate.spec.ts:1130 (#14),EXEC,NO,ALL,YES,CURRENT,LABEL-UNCHECKED,"Old anchor tests/manifest/test.sh:338 is dead (migrated). ANCHOR WRONG: manifest #1 / dod-gate #14 enforce that no runner sits at the tests/ root (suite membership), not where snapshot/E2E tests live — and in the blueprint they CONTRADICT DoD §3.3's 'Data snapshot *.snap.spec.ts at the top of tests/'. Nothing checks tests/e2e/.",IN_MD,"docs/DoD.md:138,140",
C080,CLAUDE.md,Test directory layout,430,"Shared helpers, mocks and fixtures live under tests/helpers/, never co-located",NONE,scripts/lib/suites.sh:87 (exemption only),READ,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"tests/helpers/ is exempted from suite discovery and manifest #1b fails an unsourced helper, but nothing rejects a co-located helper.",IN_MD,docs/DoD.md:142,
C081,CLAUDE.md,Test directory layout,436,vitest include covers both src/**/*.test.ts and tests/**/*.test.ts,TEST,tests/dod-gate/dod-gate.spec.ts:535 (#17) + tests/manifest/manifest.spec.ts:324 (#4 include narrowing),READ,YES,ALL,YES,CURRENT,ALREADY-OK,"Rewritten: now 'the runner's include names both spellings' (*.spec.ts and *.spec.tsx), matching tests/vitest.config.ts:28. The src/**-vs-tests/** mismatch the old row flagged is gone; #17 fails if gate evidence set and vitest include drift.",IN_MD,docs/DoD.md:142-143,
C082,CLAUDE.md,Test directory layout,440,Exclude src/**/*.test.ts from eslint-plugin-boundaries enforcement,NONE,,NONE,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Conditional on a layering lint this repo does not have.,IN_MD,docs/DoD.md:143-144,
C083,CLAUDE.md,Snapshot tests,449,CI never runs with -u / --update-snapshots,NONE,,NONE,YES,UNANCHORED,N/A,CURRENT,MECHANISE,grep of .github/ .githooks/ scripts/ finds no -u/--update-snapshots and no guard against one. A one-line workflow grep would anchor it.,IN_MD,docs/DoD.md:146,
C084,CLAUDE.md,Snapshot tests,450,"The only path to a snapshot update is local approve, commit, PR review of the diff",NONE,,NONE,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Narrowed: 'approve locally, commit, review the diff' (PR wording removed per PLAN #5). Only the -u ban is mechanisable.",IN_MD,docs/DoD.md:145,
C085,CLAUDE.md,Pre-push tolerance,456,There is no hard wall-clock ceiling on the pre-push gate,NONE,,NONE,N/A,UNANCHORED,N/A,STALE,DELETED,"PLAN-TASK-022 §4 #11 deleted the BUG-005 section. The property still holds (pipeline.sh has no ceiling), but it matters that the stale opposite survives: docs/SECURITY.md:49-55 still says 'the ≤30 s pre-push ceiling is not [unbounded]' and .githooks/pre-push:268,289,297,328 still argue from 'the ≤30s gate ceiling in CLAUDE.md' / 'DoD §4' in comments and in a user-facing error message.",REMOVED_LOST,,DELIBERATE
C086,CLAUDE.md,Pre-push tolerance,469,Never demote a suite to CI-only to fit a time budget,TEST,"tests/manifest/manifest.spec.ts:278 (#4), :342 (#5), :392 (gate exclude other than release glob)",EXEC,YES,ALL,YES,CURRENT,ALREADY-OK,"Narrowed by the release tier (TASK-054): an expensive suite MAY now be CI-only if named *.release.spec.ts; any other omission from the gate fails. EXEC: vitest run manifest -> 36 passed, incl. the fixtures that drop a suite from gate/CI and assert failure.",IN_MD,docs/DoD.md:149-152,
C087,CLAUDE.md,Pre-push tolerance,472,tests/manifest fails the push if a runner is not invoked by the gate and by CI,TEST,"tests/manifest/manifest.spec.ts:278-440 (#4 gate, #5/#5b CI, #7 vacuity)",EXEC,YES,ALL,YES,CURRENT,ALREADY-OK,Old mechanism tests/manifest/test.sh:725-732 dead; migrated to manifest.spec.ts. Export-boundary half is #2b/#2c (:138-270). EXEC: vitest run manifest -> 36 passed.,IN_MD,docs/DoD.md:150-152,
C088,CLAUDE.md,Pre-push tolerance,480,"The gate reports total and slowest stage, warning past 120s total / 45s per stage",GATE,scripts/lib/pipeline.sh:505-558,EXEC,YES,ALL-IF-ARMED,YES,CURRENT,ALREADY-OK,"Narrowed: DoD says the gate 'prints every stage with its duration and skip reason'; the 120s/45s SLO numbers were deleted (PLAN #10/#11), which resolves the old 120/45 vs 180000/95000 mismatch. EXEC in clone: pipe_stage slow stage + pipe_finish with AGENT_GATE_SLO_STAGE_MS=1 -> 'PASSED · 1 stages · slowest: slow stage 0.2s' and '⚠ gate SLO: slow stage took 0.2s (over 0.0s). Optimise it — do not move it out.' rc=0 (warns, never fails, as intended).",IN_MD,docs/DoD.md:159-160,
C089,CLAUDE.md,Pre-push tolerance,484,"If the gate becomes painful, fix the slow suite rather than moving it",NONE,scripts/lib/pipeline.sh:555 (warning text only),EXEC,N/A,UNANCHORED,N/A,CURRENT,DELETED,"PLAN-TASK-022 §4 #11 deleted it with the BUG-005 section; the release tier now sanctions moving an expensive suite out (DoD.md:149-152), so it is superseded. Survives only as the SLO warning text ('Optimise it — do not move it out'), which fires (see C088) but warns rather than refuses. Low impact: manifest still blocks a silent demotion.",REMOVED_LOST,,DELIBERATE
C090,CLAUDE.md,Quality,501,"A brittle fix stitched from overlapping fallbacks is a deferred regression, not a fix",NONE,,NONE,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Judgement; kept once in CLAUDE.md (DoD copy deleted, PLAN #18).",IN_MD,CLAUDE.md:157-160,
C091,CLAUDE.md,Quality,505,Escalate for redesign when adding a third fallback layer,NONE,,NONE,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Judgement.,IN_MD,CLAUDE.md:161-165,
C092,CLAUDE.md,Quality,510,Pick the most evolutionary solution; remove surface area rather than add it,NONE,,NONE,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Judgement.,IN_MD,CLAUDE.md:166-171,
C093,CLAUDE.md,Quality,516,"Acceptance is ""would show it to someone else"", not ""the test passes""",NONE,,NONE,YES,UNANCHORED,N/A,CURRENT,ALREADY-OK,Founder acceptance step is the anchor (DoD §1 waiting-acceptance -> done).,IN_MD,CLAUDE.md:172-174,
C094,CLAUDE.md,Quality,520,When in doubt prefer the clean rewrite; document why and get Codex alignment first,NONE,,NONE,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Codex alignment half is judgement; DoD §1b rule 4 labels cross-provider review *Judgement* and limits it to major bugs/core paths/features, which this unconditional 'push for team + Codex alignment' does not reflect.",IN_MD,CLAUDE.md:176-178,
C095,CLAUDE.md,Observability,534,Every error path is captured; no silent swallowing or success-returning catch,NONE,,NONE,NO,UNANCHORED,N/A,CURRENT,MECHANISE,No semgrep rule for empty/success-returning catch; semgrep stage runs owasp-top-ten only.,IN_MD,CLAUDE.md:182-183,
C096,CLAUDE.md,Observability,537,Every captured error is agent-queryable; the agent looks before asking the founder,NONE,,NONE,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Also docs/OBSERVABILITY.md:299-301. Needs a project runtime.,IN_MD,CLAUDE.md:183-185,
C097,CLAUDE.md,Observability,541,Every shipped capability is alertable; threshold and destination in project_config_dod.md,NONE,,NONE,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Narrowed: CLAUDE.md no longer names where threshold+destination go; template declares them in templates/project_config_overview.md 'Alert routing'/'Alert thresholds' rows. STALE REF: docs/OBSERVABILITY.md:327 still points at project_config_dod.md §""Alerting"", which does not exist.",IN_MD,CLAUDE.md:185,
C098,CLAUDE.md,Observability,544,The agent diagnoses first; humans are not the first responder,NONE,,NONE,NO,UNANCHORED,N/A,CURRENT,DELETE-AS-ASPIRATION,Behavioural.,IN_MD,CLAUDE.md:185-186,
C099,CLAUDE.md,Observability,559,The observability mechanism row goes in project_config_overview.md,NONE,,NONE,YES,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Section exists in templates/project_config_overview.md; nothing checks a row was chosen rather than left as {{...}}.,IN_MD,CLAUDE.md:187-188,
C100,CLAUDE.md,Cost,575,"Every billable path is priced, capped and alertable BEFORE it is wired into a loop",NONE,,NONE,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Project-level; blueprint could only check the Cost stack declaration.,IN_MD,CLAUDE.md:192-194,
C101,CLAUDE.md,Cost,581,Every billable code path declares a budget cap enforced as a hard stop,NONE,,NONE,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,'a budget cap in code that halts rather than logs'. Project-level.,IN_MD,CLAUDE.md:193-194,
C102,CLAUDE.md,Cost,587,Every billable code path logs its actual spend per invocation,NONE,,NONE,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Structured spend per call. Project-level.,IN_MD,CLAUDE.md:194-195,
C103,CLAUDE.md,Cost,593,"Every billable path alerts on cap breach, once on the rising edge",NONE,,NONE,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,'a rising-edge alert when spend passes the cap'. Narrowed: the 'daily spend trends to exceed budget' clause dropped. Project-level.,IN_MD,CLAUDE.md:195,
C104,CLAUDE.md,Cost,597,Backlog-replay paths require an explicit opt-in flag; implicit replay is a defect,NONE,,NONE,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Explicit operator flag (--catch-up, --replay-since). Project-level; the linkedin-watcher incident now only in docs/way-of-working.md:716.",IN_MD,CLAUDE.md:195-198,
C105,CLAUDE.md,Cost,620,The cost mechanism row goes in project_config_overview.md,NONE,,NONE,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Declaration-completeness check would anchor it; none exists.,IN_MD,CLAUDE.md:198-199,
C106,CLAUDE.md,Security,642,No secrets in code or git history; gitleaks blocks the push,GATE,".githooks/pre-push:230-345 (_st_gitleaks, stage :343) + .github/workflows/security.yml:31-42",READ,YES,ALL,YES,CURRENT,ALREADY-OK,"Old line :273 moved. Now also CI on every push (full history), so binds ALL. gitleaks installed here; pre-push fails closed on tool error/timeout (:319-336). Covered by tests/pre-push-secrets (not re-run).",IN_MD,CLAUDE.md:203,
C107,CLAUDE.md,Security,643,A leaked secret is rotated BEFORE the commit is investigated,NONE,.githooks/pre-push:320 (message only),READ,YES,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Refusal text says 'Rotate the credential FIRST'; ordering of the human response cannot be gated.,IN_MD,CLAUDE.md:203-204,
C108,CLAUDE.md,Security,646,Semgrep and lint security plugins run in pre-push and block on WARNING+,GATE,.githooks/pre-push:348-514 (stage :512) + .github/workflows/security.yml:49-112,READ,YES,ALL,YES,CURRENT,ALREADY-OK,"Narrowed: CLAUDE.md now says 'static analysis blocks OWASP top-10 at WARNING+' without the lint-plugin clause (that stays in docs/SECURITY.md:74-77 recipe). Semgrep blocks WARNING+ and incomplete scans, locally and in CI (BUG-126).",IN_MD,CLAUDE.md:204-205,
C109,CLAUDE.md,Security,648,Suppressions need a justification comment naming the threat-model entry,NONE,.githooks/pre-push:463 (message only),READ,NO,UNANCHORED,N/A,CURRENT,MECHANISE,"Also docs/SECURITY.md:319-321,368-369. Nothing checks a nosemgrep/nosec line carries a justification or a register entry.",IN_MD,CLAUDE.md:205-206,
C110,CLAUDE.md,Security,650,osv-scanner runs on every push; trivy config before deploy; nightly re-scan,GATE,".githooks/pre-push:604-607 + .github/workflows/security.yml:23-26,115-166",READ,UNSURE,ALL,YES,CURRENT,MECHANISE,"Narrowed: 'dependencies and infrastructure are scanned on every push and nightly' (trivy no longer named in CLAUDE.md; in docs/SECURITY.md:116-118). osv-scanner per push (hook + CI) and nightly cron are real. Infrastructure scanning is not: trivy appears in no hook/workflow, and pre-push IaC stages (:719-756) validate, not scan; nightly job scans deps only.",IN_MD,CLAUDE.md:206-207,
C111,CLAUDE.md,Security,654,The agent fixes security findings autonomously when possible,NONE,,NONE,NO,UNANCHORED,N/A,CURRENT,DELETE-AS-ASPIRATION,Behavioural.,IN_MD,CLAUDE.md:207-209,
C112,CLAUDE.md,Security,672,Security mechanism row and threat model go in project_config_security.md,NONE,,NONE,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Narrowed: CLAUDE.md now puts only threat model + thresholds in project_config_security.md. STALE REF: docs/SECURITY.md:8 still says pick a recipe in project_config_overview.md §""Security stack"", which templates/project_config_overview.md does not have.",IN_MD,CLAUDE.md:209-210,
C113,CLAUDE.md,Infrastructure as Code,687,Everything in prod is defined in code; imported within a week or deleted,NONE,,NONE,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Needs a live cloud account; project-level nightly drift job (docs/INFRASTRUCTURE.md).,IN_MD,CLAUDE.md:214-215,
C114,CLAUDE.md,Infrastructure as Code,691,Every infra change is reviewable as a diff; a PR touching infra/ without one is incomplete,NONE,,NONE,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Narrowed in CLAUDE.md to 'every change is reviewed as its plan diff'; the 'PR touching infra/ without it is incomplete' clause now only in docs/INFRASTRUCTURE.md:50-54. No infra/ here.,IN_MD,CLAUDE.md:215-216,
C115,CLAUDE.md,Infrastructure as Code,695,Environments are reproducible from the same code; envs are parameters,NONE,,NONE,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,'environments are parameters of the same code'. Architectural property; also docs/INFRASTRUCTURE.md:42.,IN_MD,CLAUDE.md:216-217,
C116,CLAUDE.md,Infrastructure as Code,699,Drift is detected nightly; drift open >24h becomes a findings.md entry,NONE,,EXEC,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Also docs/INFRASTRUCTURE.md:91,343 and templates/project_config_infra.md:170. .github/workflows has only security.yml; no drift job. Blueprint has no infra, so a nightly drift job is per-project; label it a project obligation.",IN_MD,CLAUDE.md:217,
C117,CLAUDE.md,Infrastructure as Code,718,"Infra mechanism row in project_config_overview.md, details in project_config_infra.md",NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"narrowed: CLAUDE.md now says only 'environments, cost ceilings and rollback live in project_config_infra.md'. The overview mechanism row survives at docs/INFRASTRUCTURE.md:8 citing project_config_overview.md §""Infra stack"", a section that does not exist in templates/project_config_overview.md (nor at 34d5d00^) - dangling reference.",IN_MD,CLAUDE.md:219,
C118,CLAUDE.md,Documentation,746,"Every user-facing change touches every external doc in the sync list, in the same commit",NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Also docs/DOCUMENTATION.md:185 (same-commit rule). DoD marks it *Judgement* (PLAN-TASK-022 §4 #17 kept as unchecked prose), so the prose is now honest.",MOVED_MD,docs/DoD.md:182,
C119,CLAUDE.md,Documentation,752,Every code-state-changing internal artefact moves with the state it describes,TEST,"tests/lifecycle-docs/lifecycle-docs.spec.ts:117,255",READ,UNSURE,ALL-IF-ARMED,YES,CURRENT,LABEL-UNCHECKED,"Old path tests/lifecycle-docs/test.sh:78 is dead (migrated to spec.ts). Spec covers artefact folders travelling with rows (#3) and committed bugs having rows (#6) only; findings.md Status: Fixed and threat-model updates are unchecked, and DoD:190 now labels the rule *Judgement*.",MOVED_MD,docs/DoD.md:187,
C120,CLAUDE.md,Documentation,758,Every blueprint-level concern change updates the deck and the recipe doc in the same commit,NONE,,EXEC,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Recipe-doc half at CLAUDE.blueprint.md:165; generic form at docs/DoD.md:191 (*Judgement*). Only reference to way-of-working in tests/.githooks/.github is tests/bootstrap-contents spec.ts:508 (shipping check, not a sync check). Blueprint-only now (not shipped).",MOVED_MD,CLAUDE.blueprint.md:146,
C121,CLAUDE.md,Documentation,766,Doc drift is detected by a pre-push grep hint plus a handoff box that refuses the mic flip,NONE,,EXEC,NO,UNANCHORED,N/A,STALE,LABEL-UNCHECKED,DOES NOT FIRE: narrowed to a project-specific best-effort grep example in .githooks/pre-push-project (DOCUMENTATION.md:215-235) and a handoff question (:240); grep of .githooks/scripts finds no doc-drift stage and no mic-flip refusal. DoD §7.D calls it *Judgement*. Stale claim survives in docs/way-of-working.md:736 ('checklist box that refuses the mic flip') - the deck still asserts a control that does not exist.,MOVED_MD,docs/DOCUMENTATION.md:215,
C122,CLAUDE.md,Documentation,787,The doc-sync list goes in project_config_dod.md with Internal and External tables,NONE,,EXEC,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Also docs/DoD.md:183 and templates/project_config_dod.md:92 (the two tables ship in the seed). No test greps for the 'Doc-sync list' section.,MOVED_MD,docs/DOCUMENTATION.md:266,
C123,CLAUDE.md,Code Quality,794,Run periodic code reviews from multiple perspectives,NONE,,NONE,UNSURE,UNANCHORED,N/A,CURRENT,DELETE-AS-ASPIRATION,Unchanged; no trigger or owner.,IN_MD,CLAUDE.md:231,
C124,CLAUDE.md,Code Quality,795,Eliminate redundant DB reads; cache in middleware rather than re-fetching,NONE,,NONE,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Unchanged; project-level, no DB here.",IN_MD,CLAUDE.md:232,
C125,CLAUDE.md,Code Quality,796,"Remove dead code: unused imports, parameters, constants, state fields",GATE,scripts/run-ts-suites.sh:205 (sh_lint_stage via .githooks/pre-push-project:514; same function in .github/workflows/security.yml),EXEC,UNSURE,ALL,YES,CURRENT,ALREADY-OK,"Old note 'no linter' is now false: TASK-033 ShellCheck stage runs in gate and CI. PROOF: shellcheck on fixture with unused var -> 'SC2034 (warning): unused_thing appears unused', rc=1. Anchor partial: covers unused shell variables only, not unused imports/params in TS.",IN_MD,CLAUDE.md:233,
C126,CLAUDE.md,Code Quality,797,Do not duplicate logic; extract shared helpers,NONE,,NONE,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Sonar duplication metric would be the anchor; Sonar is an opt-in post-commit audit (scripts/sonar.sh:11-13), not a gate.",IN_MD,CLAUDE.md:234,
C127,CLAUDE.md,SonarQube,822,Run the scan with npm run sonar,NONE,,EXEC,UNSURE,UNANCHORED,NEVER,STALE,LABEL-UNCHECKED,"Still no root package.json, so `npm run sonar` cannot run in the blueprint; sonar-scanner is now installed (~/.local/bin). The doc's command is not runnable here as written (bash scripts/sonar.sh would be).",IN_MD,CLAUDE.md:235,
C128,CLAUDE.md,SonarQube,832,"Triage in order: BUG, then BLOCKER/CRITICAL, then MAJOR, then MINOR",NONE,,READ,UNSURE,UNANCHORED,N/A,CURRENT,DELETED,"PLAN-TASK-022 §4 #19 moved the Sonar runbook to the scripts/sonar.sh header; CLAUDE.md:237 points there. Doesn't matter much: ordering advice for an opt-in audit, still reachable via the pointer.",REMOVED_LOST,scripts/sonar.sh:27 (comment only),DELIBERATE
C129,CLAUDE.md,SonarQube,834,"Every finding is fixed, or deferred with the rule, count and reason in the commit message",NONE,,READ,UNSURE,UNANCHORED,N/A,CURRENT,DELETED,"PLAN-TASK-022 §4 #19 (runbook to sonar.sh header). Minor: silent Sonar deferrals are possible, but Sonar is an opt-in audit, not a gate, and the pointer at CLAUDE.md:237 keeps it discoverable.",REMOVED_LOST,scripts/sonar.sh:30 (comment only),DELIBERATE
C130,CLAUDE.md,SonarQube,840,Quality Gate OK is the bar; ERROR blocks the handoff to the founder,NONE,,EXEC,NO,UNANCHORED,NEVER,CURRENT,LABEL-UNCHECKED,"Nothing queries the Quality Gate (no sonar/qualitygates reference in .githooks, scripts/lib, security.yml). Unenforced and not labelled unchecked.",IN_MD,CLAUDE.md:237,
C131,CLAUDE.md,SonarQube,843,"After each fix commit, re-scan and check the new-code gate",NONE,,READ,UNSURE,UNANCHORED,N/A,CURRENT,DELETED,PLAN-TASK-022 §4 #19 (runbook to sonar.sh header). Low stakes: per-commit re-scan is workflow advice for an opt-in audit.,REMOVED_LOST,scripts/sonar.sh:35 (comment only),DELIBERATE
C132,CLAUDE.md,SonarQube,849,The pre-push gate enforces the same coverage threshold locally as SonarQube,GATE,".githooks/pre-push:636,654 (backend/frontend test:coverage)",READ,UNSURE,ALL-IF-ARMED,NEVER,CURRENT,ALREADY-OK,"narrowed: DoD §3.5 'coverage thresholds are the project's ... enforced by its own test runner'; the Sonar-mirroring claim survives only in scripts/sonar.sh:37 comment. Stage runs only when backend/ or frontend/ exists, so it skips in the blueprint. PLAN-TASK-022 §4 #9 (Q1) removed the blueprint's coverage tiers.",MOVED_MD,docs/DoD.md:147,
C133,CLAUDE.md,SonarQube,857,The code-quality mechanism row goes in project_config_overview.md,NONE,,EXEC,NO,UNANCHORED,N/A,STALE,DELETED,"Referenced project_config_overview.md §""Code quality stack"", which never existed (absent in templates and root overview at 34d5d00^ and now). Doesn't matter: the row pointed at nothing.",REMOVED_LOST,,OBSOLETE
C134,CLAUDE.md,Architecture Principles,865,No hardcoded configuration; everything configurable and stored in the config store,NONE,,NONE,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Unchanged. Semgrep runs but carries no hardcoded-config rule.,IN_MD,CLAUDE.md:242,
C135,CLAUDE.md,Architecture Principles,866,Keep it simple; do not over-engineer,NONE,,NONE,UNSURE,UNANCHORED,N/A,CURRENT,DELETE-AS-ASPIRATION,Judgement; also CLAUDE.blueprint.md:134 for the blueprint itself.,IN_MD,CLAUDE.md:243,
C136,CLAUDE.md,Architecture Principles,867,"DRY: reuse before adding a route, modal or service; justify a new one in the plan",NONE,,NONE,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"Unchanged; review is the anchor, as stated.",IN_MD,CLAUDE.md:244,
C137,CLAUDE.md,Architecture Principles,873,Preserve user work and show diffs so users see what changed,NONE,,NONE,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Unchanged; product behaviour.,IN_MD,CLAUDE.md:250,
C138,CLAUDE.md,Blueprint sync,884,Use the blueprint CLI directly; do not hand-roll diff -ru invocations,NONE,,NONE,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,Unchanged.,IN_MD,CLAUDE.md:262,
C139,CLAUDE.md,Wake-time drift check,890,Run blueprint drift on every fresh session (mandatory),HOOK,.claude/settings.json:261 SessionStart -> scripts/session-start.sh; tests/session-start/session-start.spec.ts:21,READ,YES,CLAUDE-ONLY,YES,CURRENT,ALREADY-OK,"Mechanised by stage 3 (PLAN-TASK-022 §4 #20): hook runs drift on startup|resume, and its report is in this session's context. Manual fallback for Codex/Gemini at CLAUDE.md:88 is unenforced.",IN_MD,CLAUDE.md:76,
C140,CLAUDE.md,Wake-time drift check,893,"Run it as one plain command, never wrapped in a compound",HOOK,"scripts/no-chain-guard.sh (PreToolUse, .claude/settings.json)",EXEC,YES,CLAUDE-ONLY,YES,CURRENT,ALREADY-OK,narrowed: drift-specific wording gone; generalised to 'Never wrap a command until it stops matching its allowlist entry' (CLAUDE.md:97-98). Guard blocked a `cd ...; grep` from this audit: 'BLOCKED: chained command (&& || ;)'. A subshell/pipe wrapper without && || ; is not caught.,IN_MD,CLAUDE.md:97,
C141,CLAUDE.md,Wake-time drift check,911,"On drift, surface a summary to the founder and do NOT silently pull",NONE,,READ,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,"'If drift shows changes, summarise them and offer blueprint pull; do not pull silently.' Interactive pull remains the de facto guard.",IN_MD,CLAUDE.md:80,
C142,CLAUDE.md,Wake-time drift check,914,"On a stale blueprint, bump .blueprint-source bootstrap_sha and proceed",NONE,,READ,YES,UNANCHORED,N/A,CURRENT,DELETED,"PLAN-TASK-022 §4 #20 cut the wake/drift/pull sections to ~12 lines. Doesn't matter: a full pull advances bootstrap_sha (tests/pull-behaviour #3), and CLAUDE.md:270 now says it is updated by the pull, never by hand.",REMOVED_LOST,,DELIBERATE
C143,CLAUDE.md,Pulling forward,924,Use blueprint pull --yes only when the founder asks for it,NONE,,READ,NO,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,'(--yes only when the founder asks)'.,IN_MD,CLAUDE.md:269,
C144,CLAUDE.md,Pulling forward,927,"After a non-empty pull, review with git diff and commit in the project repo",NONE,,READ,UNSURE,UNANCHORED,N/A,CURRENT,LABEL-UNCHECKED,'review with git diff and commit'.,IN_MD,CLAUDE.md:269,
C145,CLAUDE.md,Pulling forward,928,Never hand-edit .blueprint-source bootstrap_sha,TEST,"tests/pull-behaviour/pull-behaviour.spec.ts:232,261,276",READ,UNSURE,ALL-IF-ARMED,YES,CURRENT,ALREADY-OK,"Suite pins that pull maintains bootstrap_sha correctly (partial pull leaves it, full pull advances it); it cannot detect a hand-edit, which the next full pull overwrites.",IN_MD,CLAUDE.md:270,
C146,CLAUDE.md,main is its trunk,933,Commit and push to main like any other project; no branch or PR is required,NONE,,EXEC,YES,UNANCHORED,N/A,CURRENT,ALREADY-OK,"Blueprint-specific statement moved; CLAUDE.md:147 keeps generic trunk-based bullet. Verified still unenforced: .githooks has no pre-commit, tests/branch-guard absent.",MOVED_MD,CLAUDE.blueprint.md:33,
